Time(s)	Position(mm)
174.3488	30.623125
174.4116	30.616296
174.4740	30.610386
174.5365	30.603865
174.5984	30.598005
174.6612	30.591506
174.7251	30.585566
174.7860	30.578735
174.8486	30.573125
174.9104	30.566326
174.9728	30.560747
175.0362	30.553936
175.0979	30.548306
175.1610	30.541477
175.2213	30.535596
175.2823	30.529065
175.3439	30.523167
175.4065	30.516636
175.4695	30.510745
175.5312	30.504856
175.5941	30.498345
175.6553	30.492385
175.7175	30.485867
175.7802	30.480015
175.8416	30.473206
175.9052	30.467595
175.9664	30.460767
176.0297	30.455146
176.0930	30.448315
176.1560	30.441497
176.2191	30.435935
176.2818	30.430005
176.3441	30.423477
176.4066	30.416655
176.4696	30.411077
176.5311	30.404246
176.5942	30.398367
176.6565	30.391836
176.7190	30.385906
176.7806	30.379407
176.8431	30.373516
176.9045	30.367585
176.9677	30.361055
177.0292	30.354246
177.0915	30.348645
177.1538	30.342766
177.2166	30.335935
177.2805	30.329407
177.3437	30.323445
177.4059	30.316926
177.4684	30.311077
177.5309	30.304265
177.5934	30.298655
177.6561	30.291836
177.7175	30.286216
177.7798	30.279385
177.8414	30.273806
177.9054	30.267007
177.9684	30.261067
178.0307	30.254536
178.0937	30.248655
178.1567	30.242146
178.2189	30.236226
178.2821	30.229417
178.3445	30.222886
178.4070	30.216965
178.4689	30.210466
178.5317	30.204565
178.5943	30.198635
178.6586	30.192107
178.7212	30.185295
178.7836	30.179695
178.8458	30.172876
178.9088	30.166995
178.9715	30.160466
179.0341	30.154517
179.0974	30.148005
179.1603	30.142146
179.2236	30.135347
179.2859	30.128835
179.3493	30.122905
179.4120	30.116365
179.4740	30.110457
179.5364	30.103645
179.6009	30.098086
179.6643	30.091277
179.7251	30.084756
179.7873	30.078796
179.8506	30.073215
179.9138	30.066387
179.9765	30.060496
180.0391	30.053975
180.1017	30.047166
180.1643	30.041545
180.2285	30.034717
180.2902	30.028826
180.3524	30.022317
180.4159	30.016396
180.4770	30.009866
180.5395	30.003987
180.6008	29.997156
180.6625	29.991565
180.7244	29.985615
180.7872	29.979116
180.8499	29.972305
180.9132	29.966455
180.9747	29.959946
181.0370	29.954016
181.1006	29.947485
181.1630	29.941587
181.2260	29.934775
181.2897	29.929197
181.3532	29.922405
181.4154	29.915876
181.4789	29.909917
181.5406	29.903105
181.6049	29.897527
181.6668	29.890715
181.7295	29.885105
181.7928	29.878306
181.8547	29.871475
181.9167	29.865845
181.9788	29.859985
182.0406	29.853477
182.1020	29.847546
182.1643	29.841025
182.2281	29.835176
182.2904	29.828335
182.3531	29.822737
182.4148	29.815925
182.4788	29.810305
182.5420	29.803486
182.6052	29.797627
182.6675	29.791116
182.7300	29.785166
182.7922	29.778625
182.8548	29.771826
182.9182	29.765935
182.9805	29.759426
183.0435	29.753567
183.1048	29.747026
183.1687	29.741086
183.2317	29.734285
183.2935	29.728716
183.3576	29.721917
183.4197	29.715396
183.4822	29.709495
183.5450	29.702656
183.6074	29.697046
183.6700	29.691196
183.7338	29.684666
183.7958	29.677866
183.8594	29.672227
183.9207	29.665415
183.9839	29.659536
184.0452	29.653005
184.1065	29.647126
184.1687	29.640586
184.2315	29.634695
184.2950	29.628816
184.3584	29.622295
184.4216	29.615466
184.4839	29.608945
184.5468	29.603025
184.6087	29.597146
184.6713	29.590635
184.7342	29.584727
184.7967	29.578196
184.8592	29.572266
184.9226	29.565457
184.9857	29.558955
185.0475	29.553076
185.1090	29.546575
185.1707	29.540635
185.2346	29.533796
185.2967	29.528186
185.3587	29.521387
185.4203	29.515806
185.4825	29.509885
185.5465	29.503376
185.6079	29.496555
185.6690	29.490686
185.7320	29.485056
185.7956	29.478257
185.8584	29.471736
185.9222	29.465845
185.9849	29.459026
186.0465	29.453445
186.1094	29.446616
186.1720	29.440977
186.2353	29.434175
186.2979	29.428306
186.3600	29.421797
186.4223	29.415876
186.4847	29.409346
186.5476	29.403435
186.6111	29.396626
186.6729	29.390105
186.7357	29.384236
186.7991	29.377715
186.8602	29.371765
186.9225	29.364937
186.9875	29.359346
187.0465	29.352537
187.1085	29.346946
187.1722	29.341025
187.2343	29.334517
187.2963	29.327695
187.3573	29.321816
187.4210	29.316177
187.4824	29.309365
187.5442	29.302837
187.6072	29.296946
187.6693	29.291055
187.7299	29.284536
187.7924	29.278586
187.8532	29.272075
187.9159	29.266216
187.9782	29.259417
188.0409	29.253796
188.1048	29.247876
188.1676	29.241365
188.2312	29.234536
188.2935	29.227737
188.3559	29.222156
188.4184	29.216226
188.4808	29.209727
188.5424	29.203835
188.6053	29.197327
188.6677	29.191406
188.7300	29.184585
188.7929	29.178965
188.8551	29.172166
188.9174	29.165657
188.9790	29.159775
189.0421	29.153845
189.1045	29.147317
189.1663	29.141455
189.2294	29.134946
189.2922	29.129055
189.3562	29.122227
189.4187	29.115696
189.4805	29.109785
189.5439	29.103267
189.6064	29.097415
189.6686	29.090605
189.7313	29.084966
189.7934	29.078145
189.8562	29.072566
189.9187	29.065745
189.9850	29.058945
190.0418	29.053367
190.1043	29.047446
190.1652	29.040935
190.2262	29.035037
190.2882	29.028545
190.3514	29.022625
190.4141	29.016746
190.4756	29.010237
190.5370	29.004355
190.6001	28.997825
190.6603	28.991885
190.7231	28.985066
190.7844	28.979495
190.8475	28.972686
190.9095	28.967065
190.9730	28.960256
191.0348	28.954656
191.0973	28.947825
191.1586	28.941975
191.2199	28.935447
191.2824	28.929526
191.3440	28.923015
191.4061	28.917136
191.4688	28.911216
191.5307	28.904685
191.5931	28.898796
191.6552	28.892285
191.7186	28.886416
191.7815	28.879585
191.8446	28.873066
191.9089	28.867104
191.9708	28.860586
192.0333	28.854736
192.0960	28.847915
192.1567	28.842317
192.2190	28.835496
192.2818	28.829875
192.3431	28.823035
192.4061	28.817466
192.4687	28.810676
192.5313	28.804746
192.5928	28.798215
192.6553	28.792336
192.7173	28.785815
192.7804	28.779895
192.8432	28.773975
192.9057	28.767485
192.9692	28.760676
193.0310	28.754175
193.0935	28.748296
193.1560	28.742356
193.2170	28.735825
193.2790	28.729937
193.3417	28.723425
193.4038	28.717546
193.4655	28.710725
193.5283	28.705076
193.5913	28.699185
193.6538	28.692686
193.7167	28.685867
193.7796	28.680237
193.8432	28.673435
193.9055	28.667515
193.9691	28.660996
194.0307	28.655115
194.0938	28.648586
194.1568	28.641785
194.2191	28.635845
194.2808	28.629326
194.3428	28.623435
194.4056	28.616926
194.4678	28.611016
194.5307	28.605095
194.5930	28.598586
194.6539	28.592705
194.7165	28.586187
194.7800	28.580225
194.8417	28.573406
194.9032	28.567815
194.9666	28.561006
195.0291	28.554507
195.0933	28.548616
195.1558	28.541797
195.2182	28.536155
195.2810	28.529326
195.3441	28.523765
195.4066	28.516936
195.4681	28.511306
195.5319	28.504495
195.5954	28.498586
195.6583	28.492065
195.7221	28.486187
195.7841	28.479646
195.8471	28.472847
195.9104	28.466907
195.9733	28.460386
196.0354	28.454507
196.0992	28.447986
196.1623	28.442075
196.2250	28.435266
196.2887	28.428735
196.3515	28.422825
196.4150	28.416316
196.4786	28.410435
196.5425	28.403596
196.6053	28.397095
196.6694	28.391177
196.7324	28.384636
196.7954	28.378755
196.8574	28.371926
196.9204	28.365415
196.9819	28.359536
197.0447	28.353005
197.1074	28.347075
197.1699	28.341216
197.2334	28.334695
197.2963	28.327866
197.3600	28.322236
197.4226	28.315415
197.4854	28.309517
197.5471	28.302996
197.6091	28.297136
197.6732	28.290605
197.7347	28.284646
197.7978	28.277825
197.8612	28.272246
197.9237	28.265435
197.9862	28.258916
198.0489	28.253035
198.1123	28.246206
198.1730	28.240586
198.2369	28.234705
198.3000	28.228206
198.3627	28.221396
198.4251	28.215767
198.4882	28.208975
198.5514	28.203066
198.6164	28.196555
198.6769	28.189736
198.7398	28.184146
198.8026	28.177346
198.8647	28.171426
198.9265	28.164915
198.9893	28.159026
199.0522	28.152524
199.1145	28.146597
199.1774	28.139805
199.2410	28.134216
199.3039	28.127395
199.3681	28.120906
199.4305	28.114995
199.4936	28.108196
199.5584	28.102556
199.6202	28.095757
199.6833	28.089236
199.7472	28.083354
199.8099	28.076526
199.8721	28.070916
199.9339	28.064116
199.9964	28.058496
200.0597	28.051697
200.1243	28.045815
200.1840	28.039294
200.2455	28.033335
200.3080	28.026816
200.3707	28.020967
200.4339	28.014146
200.4970	28.008545
200.5588	28.001736
200.6209	27.996106
200.6836	27.989275
200.7464	27.983696
200.8082	27.976895
200.8700	27.970977
200.9329	27.964446
200.9965	27.958555
201.0583	27.952056
201.1204	27.946145
201.1830	27.939336
201.2444	27.933706
201.3073	27.926895
201.3700	27.920396
201.4323	27.914504
201.4946	27.908586
201.5584	27.902046
201.6209	27.896165
201.6830	27.889666
201.7445	27.882856
201.8079	27.876965
201.8692	27.870447
201.9313	27.864495
201.9937	27.858926
202.0568	27.852117
202.1184	27.845315
202.1814	27.839695
202.2439	27.833774
202.3072	27.827266
202.3708	27.820435
202.4324	27.814856
202.4953	27.808057
202.5584	27.802117
202.6218	27.795586
202.6842	27.789695
202.7471	27.783176
202.8076	27.777266
202.8698	27.770457
202.9320	27.764827
202.9951	27.758015
203.0578	27.752456
203.1211	27.745615
203.1830	27.739675
203.2456	27.733145
203.3086	27.727266
203.3707	27.720767
203.4307	27.714875
203.4937	27.708044
203.5562	27.702405
203.6178	27.695586
203.6808	27.690024
203.7438	27.683215
203.8055	27.677595
203.8688	27.670786
203.9313	27.664875
203.9932	27.658367
204.0549	27.652485
204.1182	27.645945
204.1801	27.640024
204.2427	27.633215
204.3053	27.627646
204.3698	27.620815
204.4312	27.614294
204.4943	27.608376
204.5560	27.602476
204.6177	27.595955
204.6816	27.590095
204.7455	27.583555
204.8063	27.576736
204.8669	27.570806
204.9291	27.565215
204.9916	27.558406
